Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
Clear ma khong biet duoc khong
void GlobalHandler::RestartMap()
Player::Init(int mode,int LastCheckPoint, int Life)
x: 18.000000, y: 472.000000, w: 32.000000, h: 32.000000, vx: -1.#IND00, vy: -1.#INF00
x: 66.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 73.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 80.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 87.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.005319, vy: -0.003191
x: 98.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 106.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 113.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 120.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 127.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 135.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 142.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.005319, vy: -0.003191
x: 153.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 160.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 167.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 174.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 182.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 189.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 196.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.005319, vy: -0.003191
x: 207.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 214.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 222.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 229.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 236.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 243.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 251.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.005435, vy: -0.003261
x: 262.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 270.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 277.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 284.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 291.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 299.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 306.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.005319, vy: -0.003191
x: 317.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 324.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 331.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.007813, vy: -0.004688
x: 339.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 346.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 353.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.008065, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 360.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.003000, vy: -0.003191
x: 353.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007548, vy: -0.004839
x: 345.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 337.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 329.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 321.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 313.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 305.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 297.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.005319, vy: -0.003191
x: 285.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 277.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 269.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 261.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 253.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 245.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 237.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.005319, vy: -0.003191
x: 225.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 217.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 209.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 201.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 193.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 185.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 177.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.005319, vy: -0.003191
x: 165.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 157.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 149.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 141.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 133.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.007813, vy: -0.004688
x: 125.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.008065, vy: -0.004839
x: 117.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: -0.005319, vy: -0.003191
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003261
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004688
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.004839
x: 105.000000, y: 152.000000, w: 32.000000, h: 32.000000, vx: 0.000000, vy: -0.003191
